no,chapter,speaker,firstlistener,addressees,content,time,place
255,2,MrsWilson,Catherine,"['Catherine', 'MrsMckee', 'Nick']","The only crazy I was was when I married him. I knew right away I made a mistake. He borrowed somebody’s best suit to get married in, and never even told me about it, and the man came after it one day when he was out: ‘Oh, is that your suit?’ I said. ‘This is the first I ever heard about it.’ But I gave it to him and then I lay down and cried to beat the band all afternoon.",present,mhouse
256,2,Catherine,MrsWilson,"['Nick', 'MrsMckee', 'MrsWilson']","She really ought to get away from him,",present,mhouse
257,2,Catherine,MrsWilson,"['Nick', 'MrsMckee', 'MrsWilson']",They’ve been living over that garage for eleven years. And Tom’s the first sweetie she ever had.,present,mhouse
258,2,MrsWilson,Nick,['Nick'],"It was on the two little seats facing each other that are always the last ones left on the train. I was going up to New York to see my sister and spend the night. He had on a dress suit and patent leather shoes, and I couldn’t keep my eyes off him, but every time he looked at me I had to pretend to be looking at the advertisement over his head. When we came into the station he was next to me, and his white shirtfront pressed against my arm, and so I told him I’d have to call a policeman, but he knew I lied. I was so excited that when I got into a taxi with him I didn’t hardly know I wasn’t getting into a subway train. All I kept thinking about, over and over, was ‘You can’t live forever; you can’t live forever.’",present,mhouse
259,2,MrsWilson,MrsMckee,"['MrsMckee', 'Nick']","My dear,",present,mhouse
260,2,MrsWilson,MrsMckee,"['MrsMckee', 'Nick']","I’m going to give you this dress as soon as I’m through with it. I’ve got to get another one tomorrow. I’m going to make a list of all the things I’ve got to get. A massage and a wave, and a collar for the dog, and one of those cute little ashtrays where you touch a spring, and a wreath with a black silk bow for mother’s grave that’ll last all summer. I got to write down a list so I won’t forget all the things I got to do.",present,mhouse
261,2,MrsWilson,Tom,['Tom'],Daisy! Daisy! Daisy!,present,mhouse
262,2,MrsWilson,Tom,['Tom'],I’ll say it whenever I want to! Daisy! Dai—,present,mhouse
263,2,MrMckee,Nick,"['Nick', 'elevatorboy']","Come to lunch some day,",present,mhouse
264,2,Nick,MrMckee,"['MrMckee', 'elevatorboy']",Where?,present,mhouse
265,2,MrMckee,Nick,"['Nick', 'elevatorboy']",Anywhere.,present,mhouse
266,2,elevatorboy,MrMckee,"['Nick', 'MrMckee']","Keep your hands off the lever,",present,mhouse
267,2,MrMckee,elevatorboy,"['Nick', 'elevatorboy']","I beg your pardon,",present,mhouse
268,2,MrMckee,elevatorboy,"['Nick', 'elevatorboy']",I didn’t know I was touching it.,present,mhouse
269,2,Nick,MrMckee,"['MrMckee', 'elevatorboy']","All right,",present,mhouse
270,2,Nick,MrMckee,"['MrMckee', 'elevatorboy']",I’ll be glad to.,present,mhouse
271,2,MrMckee,Nick,['Nick'],Beauty and the Beast… Loneliness… Old Grocery Horse… Brook’n Bridge…,present,mhouse
272,3,Nick,Jordan,['Jordan'],Hello!,present,mhouse
273,3,Jordan,Nick,['Nick'],"I thought you might be here,",present,ghouse
274,3,Jordan,Nick,['Nick'],I remembered you lived next door to—,present,ghouse
275,3,twogirls,Jordan,"['Jordan', 'Nick']",Hello!,present,ghouse
276,3,twogirls,Jordan,"['Jordan', 'Nick']",Sorry you didn’t win.,present,ghouse
277,3,twogirls,Jordan,"['Jordan', 'Nick']","You don’t know who we are,",present,ghouse
278,3,twogirls,Jordan,"['Jordan', 'Nick']",but we met you here about a month ago.,present,ghouse
279,3,Jordan,twogirls,"['twogirls', 'Nick']","You’ve dyed your hair since then,",present,ghouse
280,3,Jordan,thegirl,"['Nick', 'thegirl', 'Lucille', 'othergirl', 'MrMumble']",Do you come to these parties often?,present,ghouse
281,3,thegirl,Jordan,"['Jordan', 'Nick', 'Lucille', 'othergirl', 'MrMumble']","The last one was the one I met you at,",present,ghouse
282,3,thegirl,Lucille,"['Jordan', 'Nick', 'Lucille', 'othergirl', 'MrMumble']","Wasn’t it for you, Lucille?",present,ghouse
283,3,Lucille,thegirl,"['Jordan', 'Nick', 'thegirl', 'othergirl', 'MrMumble']","I like to come,",present,ghouse
284,3,Lucille,thegirl,"['Jordan', 'Nick', 'thegirl', 'othergirl', 'MrMumble']","I never care what I do, so I always have a good time. When I was here last I tore my gown on a chair, and he asked me my name and address—inside of a week I got a package from Croirier’s with a new evening gown in it.",present,ghouse
285,3,Jordan,Lucille,"['twogirls', 'Nick']",Did you keep it?,present,ghouse
286,3,Lucille,Jordan,"['Jordan', 'Nick', 'thegirl', 'othergirl', 'MrMumble']","Sure I did. I was going to wear it tonight, but it was too big in the bust and had to be altered. It was gas blue with lavender beads. Two hundred and sixty-five dollars.",present,ghouse
287,3,othergirl,Lucille,"['Jordan', 'Nick', 'thegirl', 'Lucille', 'MrMumble']","There’s something funny about a fellow that’ll do a thing like that,",present,ghouse
288,3,othergirl,Lucille,"['Jordan', 'Nick', 'thegirl', 'Lucille', 'MrMumble']",He doesn’t want any trouble with anybody.,present,ghouse
289,3,Nick,othergirl,"['Jordan', 'thegirl', 'Lucille', 'othergirl', 'MrMumble']",Who doesn’t?,present,ghouse
290,3,othergirl,Nick,"['Jordan', 'Nick', 'thegirl', 'Lucille', 'MrMumble']",Gatsby. Somebody told me—,present,ghouse
291,3,othergirl,Nick,"['Jordan', 'Nick', 'thegirl', 'Lucille', 'MrMumble']",Somebody told me they thought he killed a man once.,present,ghouse
292,3,Lucille,othergirl,"['Jordan', 'Nick', 'thegirl', 'othergirl', 'MrMumble']","I don’t think it’s so much that,",present,ghouse
293,3,Lucille,othergirl,"['Jordan', 'Nick', 'thegirl', 'othergirl', 'MrMumble']",It’s more that he was a German spy during the war.,present,ghouse
294,3,MrMumble,thegirl,"['Jordan', 'Nick', 'thegirl', 'Lucille', 'othergirl']","I heard that from a man who knew all about him, grew up with him in Germany,",present,ghouse
295,3,thegirl,MrMumble,"['Jordan', 'Nick', 'Lucille', 'othergirl', 'MrMumble']","Oh, no,",present,ghouse
296,3,thegirl,MrMumble,"['Jordan', 'Nick', 'Lucille', 'othergirl', 'MrMumble']","it couldn’t be that, because he was in the American army during the war.",present,ghouse
297,3,thegirl,MrMumble,"['Jordan', 'Nick', 'Lucille', 'othergirl', 'MrMumble']",You look at him sometimes when he thinks nobody’s looking at him. I’ll bet he killed a man.,present,ghouse
298,3,Jordan,Nick,['Nick'],"Let’s get out,",present,ghouse
299,3,Jordan,Nick,['Nick'],this is much too polite for me.,present,ghouse
300,3,owlman,Jordan,"['Jordan', 'Nick']",What do you think?,present,ghouse
301,3,Jordan,owlman,"['owlman', 'Nick']",About what?,present,ghouse
302,3,owlman,Jordan,"['Jordan', 'Nick']",About that. As a matter of fact you needn’t bother to ascertain. I ascertained. They’re real.,present,ghouse
303,3,Jordan,owlman,"['owlman', 'Nick']",The books?,present,ghouse
304,3,owlman,Jordan,"['Jordan', 'Nick']","Absolutely real—have pages and everything. I thought they’d be a nice durable cardboard. Matter of fact, they’re absolutely real. Pages and—Here! Lemme show you.",present,ghouse
305,3,owlman,Jordan,"['Jordan', 'Nick']",See!,present,ghouse
306,3,owlman,Jordan,"['Jordan', 'Nick']","It’s a bona-fide piece of printed matter. It fooled me. This fella’s a regular Belasco. It’s a triumph. What thoroughness! What realism! Knew when to stop, too—didn’t cut the pages. But what do you want? What do you expect?",present,ghouse
307,3,owlman,Jordan,"['Jordan', 'Nick']",Who brought you?,present,ghouse
308,3,owlman,Jordan,"['Jordan', 'Nick']",Or did you just come? I was brought. Most people were brought.,present,ghouse
309,3,owlman,Jordan,"['Jordan', 'Nick']","I was brought by a woman named Roosevelt,",present,ghouse
310,3,owlman,Jordan,"['Jordan', 'Nick']","Mrs. Claud Roosevelt. Do you know her? I met her somewhere last night. I’ve been drunk for about a week now, and I thought it might sober me up to sit in a library.",present,ghouse
311,3,Jordan,owlman,"['owlman', 'Nick']",Has it?,present,ghouse
312,3,owlman,Jordan,"['Jordan', 'Nick']","A little bit, I think. I can’t tell yet. I’ve only been here an hour. Did I tell you about the books? They’re real. They’re—",present,ghouse
313,3,Jordan,owlman,"['owlman', 'Nick']",You told us.,present,ghouse
314,3,Gatsby,Nick,"['Nick', 'Jordan']","Your face is familiar,",present,ghouse
315,3,Gatsby,Nick,"['Nick', 'Jordan']",Weren’t you in the First Division during the war?,present,ghouse
316,3,Nick,Gatsby,"['Gatsby', 'Jordan']",Why yes. I was in the Twenty-eighth Infantry.,present,ghouse
317,3,Gatsby,Nick,"['Nick', 'Jordan']",I was in the Sixteenth until June nineteen-eighteen. I knew I’d seen you somewhere before.,present,ghouse
318,3,Gatsby,Nick,"['Nick', 'Jordan']","Want to go with me, old sport? Just near the shore along the Sound.",present,ghouse
319,3,Nick,Gatsby,"['Gatsby', 'Jordan']",What time?,present,ghouse
320,3,Gatsby,Nick,"['Nick', 'Jordan']",Any time that suits you best.,present,ghouse
321,3,Jordan,Nick,"['Nick', 'Gatsby']",Having a gay time now?,present,ghouse
322,3,Nick,Jordan,"['Gatsby', 'Jordan']",Much better.,present,ghouse
323,3,Nick,Jordan,"['Gatsby', 'Jordan']",This is an unusual party for me. I haven’t even seen the host. I live over there—,present,ghouse
324,3,Nick,Jordan,"['Gatsby', 'Jordan']",and this man Gatsby sent over his chauffeur with an invitation.,present,ghouse
325,3,Gatsby,Nick,"['Nick', 'Jordan']","I’m Gatsby,",present,ghouse
326,3,Nick,Gatsby,"['Gatsby', 'Jordan']",What!,present,ghouse
327,3,Nick,Gatsby,"['Gatsby', 'Jordan']","Oh, I beg your pardon.",present,ghouse
328,3,Gatsby,Nick,"['Nick', 'Jordan']","I thought you knew, old sport. I’m afraid I’m not a very good host.",present,ghouse
329,3,Gatsby,Nick,"['Nick', 'Jordan']","If you want anything just ask for it, old sport,",present,ghouse
330,3,Gatsby,Nick,"['Nick', 'Jordan']",Excuse me. I will rejoin you later.,present,ghouse
331,3,Nick,Jordan,['Jordan'],Who is he?,present,ghouse
332,3,Nick,Jordan,['Jordan'],Do you know?,present,ghouse
333,3,Jordan,Nick,['Nick'],He’s just a man named Gatsby.,present,ghouse
334,3,Nick,Jordan,['Jordan'],"Where is he from, I mean? And what does he do?",present,ghouse
335,3,Jordan,Nick,['Nick'],"Now you’re started on the subject,",present,ghouse
336,3,Jordan,Nick,['Nick'],"Well, he told me once he was an Oxford man.",present,ghouse
337,3,Jordan,Nick,['Nick'],"However, I don’t believe it.",present,ghouse
338,3,Nick,Jordan,['Jordan'],Why not?,present,ghouse
339,3,Nick,Jordan,['Jordan'],"I don’t know,",present,ghouse
340,3,Nick,Jordan,['Jordan'],I just don’t think he went there.,present,ghouse
341,3,thegirl,Nick,['Nick'],"I think he killed a man,",past,ghouse
342,3,Jordan,Nick,['Nick'],"Anyhow, he gives large parties,",present,ghouse
343,3,Jordan,Nick,['Nick'],And I like large parties. They’re so intimate. At small parties there isn’t any privacy.,present,ghouse
344,3,orchestraleader,all,['all'],"Ladies and gentlemen,",present,ghouse
345,3,orchestraleader,all,['all'],"At the request of Mr. Gatsby we are going to play for you Mr. Vladmir Tostoff's latest work, which attracted so much attention at Carnegie Hall last May. If you read the papers you know there was a big sensation.",present,ghouse
346,3,orchestraleader,all,['all'],Some sensation!,present,ghouse
347,3,orchestraleader,all,['all'],"The piece is known,",present,ghouse
348,3,orchestraleader,all,['all'],as 'Vladmir Tostoff's Jazz History of the World!',present,ghouse
349,3,butler,Jordan,"['Nick', 'Jordan']",I beg your pardon.,present,ghouse
350,3,butler,Jordan,"['Nick', 'Jordan']",Miss Baker?,present,ghouse
351,3,butler,Jordan,"['Nick', 'Jordan']","I beg your pardon, but Mr. Gatsby would like to speak to you alone.",present,ghouse
352,3,Jordan,butler,"['butler', 'Nick']",With me?,present,ghouse
353,3,butler,Jordan,"['Nick', 'Jordan']","Yes, madame.",present,ghouse
354,3,agirl,Nick,['Nick'],"She had a fight with a man who says he’s her husband,",present,ghouse
355,3,wife1,husband1,['husband1'],You promised!,present,ghouse
356,3,wife2,wife3,"['wife3', 'husband2', 'husband3']",Whenever he sees I’m having a good time he wants to go home.,present,ghouse
357,3,wife3,wife2,"['wife2', 'husband2', 'husband3']",Never heard anything so selfish in my life.,present,ghouse
358,3,wife2,wife3,"['wife3', 'husband2', 'husband3']",We’re always the first ones to leave.,present,ghouse
359,3,wife3,wife2,"['wife2', 'husband2', 'husband3']",So are we.,present,ghouse
360,3,husband2,wife2,"['wife2', 'wife3', 'husband3'","Well, we’re almost the last tonight,",present,ghouse
361,3,husband3,wife3,"['wife2', 'wife3', 'husband4'",The orchestra left half an hour ago.,present,ghouse
362,3,Jordan,Nick,['Nick'],"I’ve just heard the most amazing thing,",present,ghouse
363,3,Jordan,Nick,['Nick'],How long were we in there?,present,ghouse
364,3,Nick,Jordan,['Jordan'],"Why, about an hour.",present,ghouse
365,3,Jordan,Nick,['Nick'],"It was… simply amazing,",present,ghouse
366,3,Jordan,Nick,['Nick'],But I swore I wouldn’t tell it and here I am tantalizing you.,present,ghouse
367,3,Jordan,Nick,['Nick'],Please come and see me… Phone book… Under the name of Mrs. Sigourney Howard… My aunt…,present,ghouse
368,3,Gatsby,Nick,['Nick'],"Don’t mention it,",present,ghouse
369,3,Gatsby,Nick,['Nick'],"Don’t give it another thought, old sport.",present,ghouse
370,3,Gatsby,Nick,['Nick'],"And don’t forget we’re going up in the hydroplane tomorrow morning, at nine o’clock.",present,ghouse
371,3,butler,Gatsby,"['Gatsby', 'Nick']","Philadelphia wants you on the phone, sir.",present,ghouse
372,3,Gatsby,butler,"['butler', 'Nick']","All right, in a minute. Tell them I’ll be right there… Good night.",present,ghouse
373,3,Nick,Gatsby,['Gatsby'],Good night.,present,ghouse
374,3,Gatsby,Nick,['Nick'],Good night.,present,ghouse
375,3,Gatsby,Nick,['Nick'],"Good night, old sport… Good night.",present,ghouse
376,3,owlman,Nick,['Nick'],See!,present,ghouse
377,3,owlman,Nick,['Nick'],It went in the ditch.,present,ghouse
378,3,Nick,owlman,['owlman'],How’d it happen?,present,ghouse
379,3,owlman,Nick,['Nick'],"I know nothing whatever about mechanics,",present,ghouse
380,3,Nick,owlman,['owlman'],But how did it happen? Did you run into the wall?,present,ghouse
381,3,owlman,Nick,['Nick'],"Don’t ask me,",present,ghouse
382,3,owlman,Nick,['Nick'],"I know very little about driving—next to nothing. It happened, and that’s all I know.",present,ghouse
383,3,Nick,owlman,['owlman'],"Well, if you’re a poor driver you oughtn’t to try driving at night.",present,ghouse
384,3,owlman,Nick,['Nick'],"But I wasn’t even trying,",present,ghouse
385,3,owlman,Nick,['Nick'],I wasn’t even trying.,present,ghouse
386,3,Nick,owlman,['owlman'],Do you want to commit suicide?,present,ghouse
387,3,Nick,owlman,['owlman'],You’re lucky it was just a wheel! A bad driver and not even trying!,present,ghouse
388,3,owlman,Nick,['Nick'],"You don’t understand,",present,ghouse
389,3,owlman,Nick,['Nick'],I wasn’t driving. There’s another man in the car.,present,ghouse
390,3,theman,crowd,"['crowd', 'Nick']",Ah-h-h!,present,ghouse
391,3,theman,crowd,"['crowd', 'Nick']",Wha’s matter?,present,ghouse
392,3,theman,crowd,"['crowd', 'Nick']",Did we run outa gas?,present,ghouse
393,3,crowd,theman,"['theman', 'Nick']",Look!,present,ghouse
394,3,crowd,theman,"['theman', 'Nick']","It came off,",present,ghouse
395,3,theman,crowd,"['crowd', 'Nick']",At first I din’ notice we’d stopped.,present,ghouse
396,3,theman,crowd,"['crowd', 'Nick']",Wonder’ff tell me where there’s a gas’line station?,present,ghouse
397,3,theman,crowd,"['crowd', 'Nick']","Back out,",present,ghouse
398,3,theman,crowd,"['crowd', 'Nick']",Put her in reverse.,present,ghouse
399,3,crowd,theman,"['theman', 'Nick']",But the wheel’s off!,present,ghouse
400,3,theman,crowd,"['crowd', 'Nick']","No harm in trying,",present,ghouse
401,3,Nick,Jordan,['Jordan'],"You’re a rotten driver,",present,road
402,3,Nick,Jordan,['Jordan'],"Either you ought to be more careful, or you oughtn’t to drive at all.",present,road
403,3,Jordan,Nick,['Nick'],I am careful.,present,road
404,3,Nick,Jordan,['Jordan'],"No, you’re not.",present,road
405,3,Jordan,Nick,['Nick'],"Well, other people are,",present,road
406,3,Nick,Jordan,['Jordan'],What’s that got to do with it?,present,road
407,3,Jordan,Nick,['Nick'],"They’ll keep out of my way,",present,road
408,3,Jordan,Nick,['Nick'],It takes two to make an accident.,present,road
409,3,Nick,Jordan,['Jordan'],Suppose you met somebody just as careless as yourself.,present,road
410,3,Jordan,Nick,['Nick'],"I hope I never will,",present,road
411,3,Jordan,Nick,['Nick'],I hate careless people. That’s why I like you.,present,road
412,4,youngladies,people,['people'],"He’s a bootlegger,",present,ghouse
413,4,youngladies,people,['people'],"One time he killed a man who had found out that he was nephew to Von Hindenburg and second cousin to the devil. Reach me a rose, honey, and pour me a last drop into that there crystal glass.",present,ghouse
414,4,Gatsby,Nick,['Nick'],"Good morning, old sport. You’re having lunch with me today and I thought we’d ride up together.",present,nhouse
415,4,Gatsby,Nick,['Nick'],"It’s pretty, isn’t it, old sport?",present,nhouse
416,4,Gatsby,Nick,['Nick'],Haven’t you ever seen it before?,present,nhouse
417,4,Gatsby,Nick,['Nick'],"Look here, old sport,",present,road
418,4,Gatsby,Nick,['Nick'],"what’s your opinion of me, anyhow?",present,road
419,4,Gatsby,Nick,['Nick'],"Well, I’m going to tell you something about my life,",present,road
420,4,Gatsby,Nick,['Nick'],I don’t want you to get a wrong idea of me from all these stories you hear.,present,road
421,4,Gatsby,Nick,['Nick'],I’ll tell you God’s truth.,present,road
422,4,Gatsby,Nick,['Nick'],"I am the son of some wealthy people in the Middle West—all dead now. I was brought up in America but educated at Oxford, because all my ancestors have been educated there for many years. It is a family tradition.",present,road
423,4,Nick,Gatsby,['Gatsby'],What part of the Middle West?,present,road
424,4,Gatsby,Nick,['Nick'],San Francisco.,present,road
425,4,Nick,Gatsby,['Gatsby'],I see.,present,road
426,4,Gatsby,Nick,['Nick'],My family all died and I came into a good deal of money.,present,road
427,4,Gatsby,Nick,['Nick'],"After that I lived like a young rajah in all the capitals of Europe—Paris, Venice, Rome—collecting jewels, chiefly rubies, hunting big game, painting a little, things for myself only, and trying to forget something very sad that had happened to me long ago.",present,road
428,4,Gatsby,Nick,['Nick'],"Then came the war, old sport. It was a great relief, and I tried very hard to die, but I seemed to bear an enchanted life. I accepted a commission as first lieutenant when it began. In the Argonne Forest I took the remains of my machine-gun battalion so far forward that there was a half mile gap on either side of us where the infantry couldn’t advance. We stayed there two days and two nights, a hundred and thirty men with sixteen Lewis guns, and when the infantry came up at last they found the insignia of three German divisions among the piles of dead. I was promoted to be a major, and every Allied government gave me a decoration—even Montenegro, little Montenegro down on the Adriatic Sea!",present,road
429,4,Gatsby,Nick,['Nick'],That’s the one from Montenegro.,present,road
430,4,Gatsby,Nick,['Nick'],Turn it.,present,road
431,4,Nick,Gatsby,['Gatsby'],"Major Jay Gatsby,",present,road
432,4,Nick,Gatsby,['Gatsby'],For Valour Extraordinary.,present,road
433,4,Gatsby,Nick,['Nick'],Here’s another thing I always carry. A souvenir of Oxford days. It was taken in Trinity Quad—the man on my left is now the Earl of Doncaster.,present,road
434,4,Gatsby,Nick,['Nick'],"I’m going to make a big request of you today,",present,road
435,4,Gatsby,Nick,['Nick'],"so I thought you ought to know something about me. I didn’t want you to think I was just some nobody. You see, I usually find myself among strangers because I drift here and there trying to forget the sad things that happened to me.",present,road
436,4,Gatsby,Nick,['Nick'],You’ll hear about it this afternoon.,present,road
437,4,Nick,Gatsby,['Gatsby'],At lunch?,present,road
438,4,Gatsby,Nick,['Nick'],"No, this afternoon. I happened to find out that you’re taking Miss Baker to tea.",present,road
439,4,Nick,Gatsby,['Gatsby'],Do you mean you’re in love with Miss Baker?,present,road
440,4,Gatsby,Nick,['Nick'],"No, old sport, I’m not. But Miss Baker has kindly consented to speak to you about this matter.",present,road
441,4,Gatsby,policeman,"['policeman', 'Nick']","All right, old sport,",present,road
442,4,policeman,Gatsby,"[Gatsby', 'Nick']","Right you are,",present,road
443,4,policeman,Gatsby,"[Gatsby', 'Nick']","Know you next time, Mr. Gatsby. Excuse me!",present,road
444,4,Nick,Gatsby,['Gatsby'],What was that?,present,road
445,4,Nick,Gatsby,['Gatsby'],The picture of Oxford?,present,road
446,4,Gatsby,Nick,['Nick'],"I was able to do the commissioner a favour once, and he sends me a Christmas card every year.",present,road
447,4,Gatsby,Nick,"['Nick', 'Wolfshiem']","Mr. Carraway, this is my friend Mr. Wolfshiem.",present,diner
448,4,Wolfshiem,Nick,"['Nick', 'Gatsby']","—So I took one look at him,",present,diner
449,4,Wolfshiem,Nick,"['Nick', 'Gatsby']",and what do you think I did?,present,diner
450,4,Nick,Wolfshiem,"['Wolfshiem', 'Gatsby']",What?,present,diner
451,4,Wolfshiem,Nick,"['Nick', 'Gatsby']","I handed the money to Katspaugh and I said: ‘All right, Katspaugh, don’t pay him a penny till he shuts his mouth.’ He shut it then and there.",present,diner
452,4,waiter,Wolfshiem,"['Nick', 'Gatsby', 'Wolfshiem']",Highballs?,present,diner
453,4,Wolfshiem,waiter,"['waiter', 'Nick', 'Gatsby']","This is a nice restaurant here,",present,diner
454,4,Wolfshiem,waiter,"['waiter', 'Nick', 'Gatsby']",But I like across the street better!,present,diner
455,4,Gatsby,waiter,"['waiter', 'Nick', 'Wolfshiem']","Yes, highballs,",present,diner
456,4,Gatsby,Wolfshiem,"['Nick', 'Wolfshiem']",It’s too hot over there.,present,diner
457,4,Wolfshiem,Gatsby,"['Nick', 'Gatsby']","Hot and small—yes,",present,diner
458,4,Wolfshiem,Gatsby,"['Nick', 'Gatsby']",but full of memories.,present,diner
459,4,Nick,Wolfshiem,"['Wolfshiem', 'Gatsby']",What place is that?,present,diner
460,4,Gatsby,Nick,"['Nick', 'Wolfshiem']",The old Metropole.,present,diner
461,4,Wolfshiem,Nick,"['Nick', 'Gatsby']","The old Metropole,",present,diner
462,4,Wolfshiem,Nick,"['Nick', 'Gatsby']","Filled with faces dead and gone. Filled with friends gone now forever. I can’t forget so long as I live the night they shot Rosy Rosenthal there. It was six of us at the table, and Rosy had eat and drunk a lot all evening. When it was almost morning the waiter came up to him with a funny look and says somebody wants to speak to him outside. ‘All right,’ says Rosy, and begins to get up, and I pulled him down in his chair.",present,diner
463,4,Wolfshiem,Nick,"['Nick', 'Gatsby']","‘Let the bastards come in here if they want you, Rosy, but don’t you, so help me, move outside this room.’",present,diner
464,4,Wolfshiem,Nick,"['Nick', 'Gatsby']","It was four o’clock in the morning then, and if we’d of raised the blinds we’d of seen daylight.",present,diner
465,4,Nick,Wolfshiem,"['Wolfshiem', 'Gatsby']",Did he go?,present,diner
466,4,Wolfshiem,Nick,"['Nick', 'Gatsby']",Sure he went.,present,diner
467,4,Wolfshiem,Nick,"['Nick', 'Gatsby']","He turned around in the door and says: ‘Don’t let that waiter take away my coffee!’ Then he went out on the sidewalk, and they shot him three times in his full belly and drove away.",present,diner
468,4,Nick,Wolfshiem,"['Wolfshiem', 'Gatsby']","Four of them were electrocuted,",present,diner
469,4,Wolfshiem,Nick,"['Nick', 'Gatsby']","Five, with Becker.",present,diner
470,4,Wolfshiem,Nick,"['Nick', 'Gatsby']",I understand you’re looking for a business gonnegtion.,present,diner
471,4,Gatsby,Wolfshiem,"['Nick', 'Wolfshiem']","Oh, no,",present,diner
472,4,Gatsby,Wolfshiem,"['Nick', 'Wolfshiem']",this isn’t the man.,present,diner
473,4,Wolfshiem,Gatsby,"['Nick', 'Gatsby']",No?,present,diner
474,4,Gatsby,Wolfshiem,"['Nick', 'Wolfshiem']",This is just a friend. I told you we’d talk about that some other time.,present,diner
475,4,Wolfshiem,Gatsby,"['Nick', 'Gatsby']","I beg your pardon,",present,diner
476,4,Wolfshiem,Gatsby,"['Nick', 'Gatsby']",I had a wrong man.,present,diner
477,4,Gatsby,Nick,"['Nick', 'Wolfshiem']","Look here, old sport,",present,diner
478,4,Gatsby,Nick,"['Nick', 'Wolfshiem']",I’m afraid I made you a little angry this morning in the car.,present,diner
479,4,Nick,Gatsby,"['Wolfshiem', 'Gatsby']","I don’t like mysteries,",present,diner
480,4,Nick,Gatsby,"['Wolfshiem', 'Gatsby']",and I don’t understand why you won’t come out frankly and tell me what you want. Why has it all got to come through Miss Baker?,present,diner
481,4,Gatsby,Nick,"['Nick', 'Wolfshiem']","Oh, it’s nothing underhand,",present,diner
482,4,Gatsby,Nick,"['Nick', 'Wolfshiem']","Miss Baker’s a great sportswoman, you know, and she’d never do anything that wasn’t all right.",present,diner
483,4,Wolfshiem,Nick,['Nick'],"He has to telephone,",present,diner
484,4,Wolfshiem,Nick,['Nick'],"Fine fellow, isn’t he? Handsome to look at and a perfect gentleman.",present,diner
485,4,Nick,Wolfshiem,['Wolfshiem'],Yes.,present,diner
486,4,Wolfshiem,Nick,['Nick'],He’s an Oggsford man.,present,diner
487,4,Nick,Wolfshiem,['Wolfshiem'],Oh!,present,diner
488,4,Wolfshiem,Nick,['Nick'],He went to Oggsford College in England. You know Oggsford College?,present,diner
489,4,Nick,Wolfshiem,['Wolfshiem'],I’ve heard of it.,present,diner
490,4,Wolfshiem,Nick,['Nick'],It’s one of the most famous colleges in the world.,present,diner
491,4,Nick,Wolfshiem,['Wolfshiem'],Have you known Gatsby for a long time?,present,diner
492,4,Wolfshiem,Nick,['Nick'],"Several years,",present,diner
493,4,Wolfshiem,Nick,['Nick'],I made the pleasure of his acquaintance just after the war. But I knew I had discovered a man of fine breeding after I talked with him an hour. I said to myself: ‘There’s the kind of man you’d like to take home and introduce to your mother and sister.’,present,diner
494,4,Wolfshiem,Nick,['Nick'],I see you’re looking at my cuff buttons.,present,diner
495,4,Wolfshiem,Nick,['Nick'],"Finest specimens of human molars,",present,diner
496,4,Nick,Wolfshiem,['Wolfshiem'],Well!,present,diner
497,4,Nick,Wolfshiem,['Wolfshiem'],That’s a very interesting idea.,present,diner
498,4,Wolfshiem,Nick,['Nick'],Yeah.,present,diner
499,4,Wolfshiem,Nick,['Nick'],"Yeah, Gatsby’s very careful about women. He would never so much as look at a friend’s wife.",present,diner
500,4,Wolfshiem,Gatsby,"['Nick', 'Gatsby']","I have enjoyed my lunch,",present,diner
501,4,Wolfshiem,Gatsby,"['Nick', 'Gatsby']",and I’m going to run off from you two young men before I outstay my welcome.,present,diner
502,4,Gatsby,Wolfshiem,"['Nick', 'Wolfshiem']","Don’t hurry Meyer,",present,diner
503,4,Wolfshiem,Gatsby,"['Nick', 'Gatsby']","You’re very polite, but I belong to another generation,",present,diner
504,4,Wolfshiem,Gatsby,"['Nick', 'Gatsby']",You sit here and discuss your sports and your young ladies and your—,present,diner
505,4,Wolfshiem,Gatsby,"['Nick', 'Gatsby']","As for me, I am fifty years old, and I won’t impose myself on you any longer.",present,diner
506,4,Gatsby,Nick,['Nick'],"He becomes very sentimental sometimes,",present,diner
507,4,Gatsby,Nick,['Nick'],This is one of his sentimental days. He’s quite a character around New York—a denizen of Broadway.,present,diner
508,4,Nick,Gatsby,['Gatsby'],"Who is he, anyhow, an actor?",present,diner
509,4,Gatsby,Nick,['Nick'],No.,present,diner
510,4,Nick,Gatsby,['Gatsby'],A dentist?,present,diner
511,4,Gatsby,Nick,['Nick'],"Meyer Wolfshiem? No, he’s a gambler.",present,diner
512,4,Gatsby,Nick,['Nick'],He’s the man who fixed the World’s Series back in 1919.,present,diner
513,4,Nick,Gatsby,['Gatsby'],Fixed the World’s Series?,present,diner
514,4,Nick,Gatsby,['Gatsby'],How did he happen to do that?,present,diner
515,4,Gatsby,Nick,['Nick'],He just saw the opportunity.,present,diner
516,4,Nick,Gatsby,['Gatsby'],Why isn’t he in jail?,present,diner
517,4,Gatsby,Nick,['Nick'],"They can’t get him, old sport. He’s a smart man.",present,diner
518,4,Nick,Gatsby,['Gatsby'],"Come along with me for a minute,",present,diner
519,4,Nick,Gatsby,['Gatsby'],I’ve got to say hello to someone.,present,diner
